agents,map_file,solver,solved,soc,lb_soc,makespan,lb_makespan,comp_time,Opti_Deadline,Scenario_File
300,warehouse-10-20-10-2-1.map,PIBTOLD,0,2234973,23905,100000,185,7253,1000,warehouse-10-20-10-2-1-random-16.scen
340,warehouse-10-20-10-2-1.map,PIBT,0,3340853,27100,100000,191,18249,0,warehouse-10-20-10-2-1-random-16.scen
340,warehouse-10-20-10-2-1.map,PIBTOLD,0,3340853,27100,100000,191,8148,0,warehouse-10-20-10-2-1-random-16.scen
340,warehouse-10-20-10-2-1.map,PIBT,0,841605,27100,100000,191,23545,1,warehouse-10-20-10-2-1-random-16.scen
340,warehouse-10-20-10-2-1.map,PIBTOLD,0,3340853,27100,100000,191,8578,1,warehouse-10-20-10-2-1-random-16.scen
340,warehouse-10-20-10-2-1.map,PIBT,0,844153,27100,100000,191,21968,10,warehouse-10-20-10-2-1-random-16.scen
340,warehouse-10-20-10-2-1.map,PIBTOLD,0,3340853,27100,100000,191,8444,10,warehouse-10-20-10-2-1-random-16.scen
340,warehouse-10-20-10-2-1.map,PIBT,0,844153,27100,100000,191,22088,100,warehouse-10-20-10-2-1-random-16.scen
340,warehouse-10-20-10-2-1.map,PIBTOLD,0,3340853,27100,100000,191,8323,100,warehouse-10-20-10-2-1-random-16.scen
340,warehouse-10-20-10-2-1.map,PIBT,0,844153,27100,100000,191,22114,1000,warehouse-10-20-10-2-1-random-16.scen
340,warehouse-10-20-10-2-1.map,PIBTOLD,0,3340853,27100,100000,191,8284,1000,warehouse-10-20-10-2-1-random-16.scen
380,warehouse-10-20-10-2-1.map,PIBT,0,4047546,30258,100000,191,21689,0,warehouse-10-20-10-2-1-random-16.scen
380,warehouse-10-20-10-2-1.map,PIBTOLD,0,4047546,30258,100000,191,9203,0,warehouse-10-20-10-2-1-random-16.scen
380,warehouse-10-20-10-2-1.map,PIBT,0,648313,30258,100000,191,32769,1,warehouse-10-20-10-2-1-random-16.scen
380,warehouse-10-20-10-2-1.map,PIBTOLD,0,4047546,30258,100000,191,9316,1,warehouse-10-20-10-2-1-random-16.scen
380,warehouse-10-20-10-2-1.map,PIBT,0,850483,30258,100000,191,27023,10,warehouse-10-20-10-2-1-random-16.scen
380,warehouse-10-20-10-2-1.map,PIBTOLD,0,4047546,30258,100000,191,9191,10,warehouse-10-20-10-2-1-random-16.scen
380,warehouse-10-20-10-2-1.map,PIBT,0,850483,30258,100000,191,27116,100,warehouse-10-20-10-2-1-random-16.scen
380,warehouse-10-20-10-2-1.map,PIBTOLD,0,4047546,30258,100000,191,9324,100,warehouse-10-20-10-2-1-random-16.scen
380,warehouse-10-20-10-2-1.map,PIBT,0,850483,30258,100000,191,27143,1000,warehouse-10-20-10-2-1-random-16.scen
380,warehouse-10-20-10-2-1.map,PIBTOLD,0,4047546,30258,100000,191,9187,1000,warehouse-10-20-10-2-1-random-16.scen
420,warehouse-10-20-10-2-1.map,PIBT,0,3556026,33709,100000,191,25433,0,warehouse-10-20-10-2-1-random-16.scen
420,warehouse-10-20-10-2-1.map,PIBTOLD,0,3556026,33709,100000,191,10497,0,warehouse-10-20-10-2-1-random-16.scen
420,warehouse-10-20-10-2-1.map,PIBT,0,7687505,33709,100000,191,37128,1,warehouse-10-20-10-2-1-random-16.scen
420,warehouse-10-20-10-2-1.map,PIBTOLD,0,3556026,33709,100000,191,10303,1,warehouse-10-20-10-2-1-random-16.scen
420,warehouse-10-20-10-2-1.map,PIBT,0,1258468,33709,100000,191,39648,10,warehouse-10-20-10-2-1-random-16.scen
420,warehouse-10-20-10-2-1.map,PIBTOLD,0,3556026,33709,100000,191,10160,10,warehouse-10-20-10-2-1-random-16.scen
420,warehouse-10-20-10-2-1.map,PIBT,0,654017,33709,100000,191,40255,100,warehouse-10-20-10-2-1-random-16.scen
420,warehouse-10-20-10-2-1.map,PIBTOLD,0,3556026,33709,100000,191,11502,100,warehouse-10-20-10-2-1-random-16.scen
420,warehouse-10-20-10-2-1.map,PIBT,0,457143,33709,100000,191,42719,1000,warehouse-10-20-10-2-1-random-16.scen
420,warehouse-10-20-10-2-1.map,PIBTOLD,0,3556026,33709,100000,191,10566,1000,warehouse-10-20-10-2-1-random-16.scen
460,warehouse-10-20-10-2-1.map,PIBT,0,4162670,36928,100000,191,30321,0,warehouse-10-20-10-2-1-random-16.scen
460,warehouse-10-20-10-2-1.map,PIBTOLD,0,4162670,36928,100000,191,11708,0,warehouse-10-20-10-2-1-random-16.scen
20,warehouse-10-20-10-2-1.map,PIBT,1,1727,1604,162,162,3,0,warehouse-10-20-10-2-1-random-17.scen
20,warehouse-10-20-10-2-1.map,PIBTOLD,1,1727,1604,162,162,3,0,warehouse-10-20-10-2-1-random-17.scen
20,warehouse-10-20-10-2-1.map,PIBT,1,1690,1604,170,162,3,1,warehouse-10-20-10-2-1-random-17.scen
20,warehouse-10-20-10-2-1.map,PIBTOLD,1,1727,1604,162,162,3,1,warehouse-10-20-10-2-1-random-17.scen
20,warehouse-10-20-10-2-1.map,PIBT,1,1690,1604,170,162,3,10,warehouse-10-20-10-2-1-random-17.scen
20,warehouse-10-20-10-2-1.map,PIBTOLD,1,1727,1604,162,162,3,10,warehouse-10-20-10-2-1-random-17.scen
20,warehouse-10-20-10-2-1.map,PIBT,1,1690,1604,170,162,3,100,warehouse-10-20-10-2-1-random-17.scen
20,warehouse-10-20-10-2-1.map,PIBTOLD,1,1727,1604,162,162,3,100,warehouse-10-20-10-2-1-random-17.scen
20,warehouse-10-20-10-2-1.map,PIBT,1,1690,1604,170,162,3,1000,warehouse-10-20-10-2-1-random-17.scen
20,warehouse-10-20-10-2-1.map,PIBTOLD,1,1727,1604,162,162,3,1000,warehouse-10-20-10-2-1-random-17.scen
60,warehouse-10-20-10-2-1.map,PIBT,1,6061,5198,192,185,9,0,warehouse-10-20-10-2-1-random-17.scen
60,warehouse-10-20-10-2-1.map,PIBTOLD,1,6061,5198,192,185,8,0,warehouse-10-20-10-2-1-random-17.scen
60,warehouse-10-20-10-2-1.map,PIBT,0,5909,5198,100000,185,2420,1,warehouse-10-20-10-2-1-random-17.scen
60,warehouse-10-20-10-2-1.map,PIBTOLD,1,6061,5198,192,185,9,1,warehouse-10-20-10-2-1-random-17.scen
60,warehouse-10-20-10-2-1.map,PIBT,0,5909,5198,100000,185,2390,10,warehouse-10-20-10-2-1-random-17.scen
60,warehouse-10-20-10-2-1.map,PIBTOLD,1,6061,5198,192,185,9,10,warehouse-10-20-10-2-1-random-17.scen
60,warehouse-10-20-10-2-1.map,PIBT,0,5909,5198,100000,185,2412,100,warehouse-10-20-10-2-1-random-17.scen
60,warehouse-10-20-10-2-1.map,PIBTOLD,1,6061,5198,192,185,8,100,warehouse-10-20-10-2-1-random-17.scen
60,warehouse-10-20-10-2-1.map,PIBT,0,5909,5198,100000,185,2359,1000,warehouse-10-20-10-2-1-random-17.scen
60,warehouse-10-20-10-2-1.map,PIBTOLD,1,6061,5198,192,185,8,1000,warehouse-10-20-10-2-1-random-17.scen
100,warehouse-10-20-10-2-1.map,PIBT,0,410642,8626,100000,185,3585,0,warehouse-10-20-10-2-1-random-17.scen
100,warehouse-10-20-10-2-1.map,PIBTOLD,0,410642,8626,100000,185,2581,0,warehouse-10-20-10-2-1-random-17.scen
100,warehouse-10-20-10-2-1.map,PIBT,0,209851,8626,100000,185,4609,1,warehouse-10-20-10-2-1-random-17.scen
100,warehouse-10-20-10-2-1.map,PIBTOLD,0,410642,8626,100000,185,2595,1,warehouse-10-20-10-2-1-random-17.scen
100,warehouse-10-20-10-2-1.map,PIBT,0,209851,8626,100000,185,4732,10,warehouse-10-20-10-2-1-random-17.scen
100,warehouse-10-20-10-2-1.map,PIBTOLD,0,410642,8626,100000,185,2572,10,warehouse-10-20-10-2-1-random-17.scen
100,warehouse-10-20-10-2-1.map,PIBT,0,209851,8626,100000,185,4572,100,warehouse-10-20-10-2-1-random-17.scen
100,warehouse-10-20-10-2-1.map,PIBTOLD,0,410642,8626,100000,185,2601,100,warehouse-10-20-10-2-1-random-17.scen
100,warehouse-10-20-10-2-1.map,PIBT,0,209851,8626,100000,185,4671,1000,warehouse-10-20-10-2-1-random-17.scen
100,warehouse-10-20-10-2-1.map,PIBTOLD,0,410642,8626,100000,185,2569,1000,warehouse-10-20-10-2-1-random-17.scen
140,warehouse-10-20-10-2-1.map,PIBT,0,815517,12220,100000,185,5287,0,warehouse-10-20-10-2-1-random-17.scen
140,warehouse-10-20-10-2-1.map,PIBTOLD,0,815517,12220,100000,185,3412,0,warehouse-10-20-10-2-1-random-17.scen
